input_text	label
invalid2valid: CC1CCC(CO)N(CC@H](CC@HH](C(O1)C@H]1O)C@H]([C@@H](C[[C@HH](C(=)3=O)C)O)==)CCCCCCCCCCCCC)CO)C)O)O)O)O)O)O)O)O)	CCCC(CC(=O)OC1[C@H]([C@@H](C(O[C@H]1O[C@H]2[C@@H](C([C@@H](OC2COC(=O)C)OCC(CCCCCCCCCCCCC(C(=O)O)O)O)O)O)CO)O)O)O
invalid2valid: CCC1CCC(CO)NC1CC@H](CC@HH](C(C1)C@H](C)C@H]([C@HH](C(=C@HH](C(C((CO)C3C((C)(((()(C)CO)O)C)C)C)C)C)O)O)O)	CCCC(CC(=O)OC1[C@H]([C@@H](C(O[C@H]1O[C@H]2[C@@H](C([C@@H](OC2COC(=O)C)OCC(CCCCCCCCCCCCC(C(=O)O)O)O)O)O)CO)O)O)O
invalid2valid: CC(CC=)C@H]1[[C@H(C)(O)CC@H](C)[C@H](C)O1[(=)CO)=(C((C=C(C=)((C)(CC=C(/)C==)=(C)C(OO)C(C)C(O)C(=(O)C(C)C(C)CCCCO)C@HH]3O[C@H](C)[C@HH](O)[C@H](O)C@H]3O[C@HH](O(CC@H](O)[C@HH](O)[4)[C@H]3O)C@HH]1O[C@H](C)[C@HH](O)[C@H](C)[C@H](O)[(=)C(=)CC(O)CC(C=C/(CC==O)O1CCC@HH]1OC@H](C)[C@HH]1O)[C@H]1O)[C@HH]1O	CCCC(O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C(C)C(O)C(CC)C=CC(O)C(C)C1CC=C(C)C(O)C(C)C(CC(O)C(C)C(O)CC2CC(O)C(O)C(O)(CC(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@H]4C[C@@H](N)[C@H](O)[C@@H](C)O4)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)C(C)CCC(O)CC(O)CC=C(CC)C(=O)O1)O2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
invalid2valid: CC(CC=)C@@](C@C@H(C@[C[[C@@]([)CC@H](C@C)C@C@C@C)C@C(CC@O(C(C)C(=(C(C(C(O(C(CC(C)C(C(C(=(C)C(C)C)C)C(=(=)C)C)C@C)C=(=)C@HH](C)C@H](C(CC@HH](C)CC@H](C)C@H](=)C@HH](C[CC@H](C)CC@HH](C(C)CC@H](=)C(@H](=)C@H](C@CC@HH](C)CC@@](C)CC@H](C)C@C@C@(=)C(C)C@C@O@C(CC@CO)C)C)C)C)HH](=)C@@](=)CC@HH](C)CC@H](C)CC@HH](C)	CCCC(O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C(C)C(O)C(CC)C=CC(O)C(C)C1CC=C(C)C(O)C(C)C(CC(O)C(C)C(O)CC2CC(O)C(O)C(O)(CC(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@H]4C[C@@H](N)[C@H](O)[C@@H](C)O4)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)C(C)CCC(O)CC(O)CC=C(CC)C(=O)O1)O2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
invalid2valid: CCC[CCC)C@H]1[[C@H(O)(O)[C@@](N)[C@@](N)O[C(=)C(O)C(C(CC=CC=C)=(C)C(C(C=C/)C==)=(C)C(O)O)C(O)O(O)C(((=)C(O)C(O)CCCCCO)C@@H]3C[C@H](C)[C@HH](O)[C@@](O)C@H]4CC[C@HH](O)[C@H](O)[C@HH](C)O4)[C@H](O)C@HH](C[C@@](C)[C@HH](C)[C@H](C)[C@H](O)[(C)O((=)=(O)C(C=CC(C==O)O2)C2)O[C@HH]1O[C@@](C)[C@HH](O)[C@@](C)[C@@H](O	CCCC(O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C(C)C(O)C(CC)C=CC(O)C(C)C1CC=C(C)C(O)C(C)C(CC(O)C(C)C(O)CC2CC(O)C(O)C(O)(CC(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@H]4C[C@@H](N)[C@H](O)[C@@H](C)O4)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)C(C)CCC(O)CC(O)CC=C(CC)C(=O)O1)O2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
invalid2valid: CC(CCC)C@H]([(C@@(O((C(CC@@](O)[C@@](O)[)[(=)C)=)=(C)CC=CC=C)=(C)C(C(C=C/)CC=O)=(C)C(O)O)=(O)C(O)=(=(O)C(O)C(O)CO)O)C@@H](O)C@H](O)OC@HH](O)[C@@](C)C@@](O[C@HH](C)[C@@](O)[C@HH](O)O)[C@H](O)C@HH](O)C@@](O)OC@HH](O)[C@H](O)[C@H](O)[(O)O)[C)=(C)=)C=CC)CC=CO)O1)[)[C@HH](O)C@H](C)OC@@H](O)[C@H](C)[C@HH](O)	CCCC(O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C(C)C(O)C(CC)C=CC(O)C(C)C1CC=C(C)C(O)C(C)C(CC(O)C(C)C(O)CC2CC(O)C(O)C(O)(CC(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@H]4C[C@@H](N)[C@H](O)[C@@H](C)O4)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)C(C)CCC(O)CC(O)CC=C(CC)C(=O)O1)O2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
pfam2SMILES: PF19269.1_PF00749.23_PF00201.20_PF00975.22_PF00550.27_PF08659.12_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00550.27_PF08659.12_PF13602.8_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00550.27_PF08659.12_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF13602.8_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00550.27_PF08659.12_PF13602.8_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF18369.3_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF00550.27_PF08659.12_PF13602.8_PF08240.14_PF14765.8_PF00698.23_PF16197.7_PF02801.24_PF00109.28_PF08990.13_PF00067.24_PF00201.20_PF00201.20_PF00483.25_PF00005.29_PF00664.25_PF00440.25_PF04101.18_PF00201.20_PF01370.23_PF00728.24_PF02838.17_PF01041.19_PF00201.20_PF01041.19_PF06722.14_PF03559.16_PF03559.16_PF00908.19_PF00201.20_PF01370.23_PF00196.21_PF08448.12_PF00296.22_PF08484.13_PF13489.8_PF08421.13_PF00196.21_PF13191.8_PF00196.21_PF13191.8_PF00196.21_PF13191.8	CCCC(O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C(C)C(O)C(CC)\C=C\C(O)C(C)C1C\C=C(C)\C(O)C(C)C(CC(O)C(C)C(O)CC2CC(O)C(O)C(O)(CC(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@H]4C[C@@H](N)[C@H](O)[C@@H](C)O4)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)C(C)CCC(O)CC(O)C\C=C(CC)\C(=O)O1)O2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
tigrfam2SMILES: TIGR01426_TIGR01426_TIGR01426_TIGR01207_TIGR01426_TIGR01426_TIGR01426_TIGR04516_TIGR01426_TIGR01181_TIGR00229_TIGR03621	CCCC(O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)C(C)C(O)C(CC)\C=C\C(O)C(C)C1C\C=C(C)\C(O)C(C)C(CC(O)C(C)C(O)CC2CC(O)C(O)C(O)(CC(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@H]4C[C@@H](N)[C@H](O)[C@@H](C)O4)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)C(C)CCC(O)CC(O)C\C=C(CC)\C(=O)O1)O2)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
pfam2SMILES: PF00797.19_PF00797.19_PF04909.16_PF14534.8_PF03358.17_PF13460.8_PF08541.12_PF08545.12_PF02909.19_PF00440.25_PF13460.8_PF13546.8_PF01474.18_PF01474.18_PF00106.27_PF00857.22_PF00425.20_PF00117.30_PF10397.11_PF00206.22_PF13454.8_PF01494.21_PF00501.30_PF10604.11_PF00107.28_PF08240.14	CCCC1=C(C(=O)NC2=C1C(=O)C3=C(C2=O)NC(=O)C(=C3CCC)C)C
tigrfam2SMILES: TIGR00747_TIGR04316_TIGR02426	CCCC1=C(C(=O)NC2=C1C(=O)C3=C(C2=O)NC(=O)C(=C3CCC)C)C
invalid2valid: CC(CC=CC(O==O)N(CCCC(C(=O)C3=C(C(=O)C(=O)N4=C(O)(NC(C(	CCCC1=C(C(=O)NC2=C1C(=O)C3=C(C2=O)NC(=O)C(=C3CCC)C)C
invalid2valid: CCCCCCC=C(C(CC)C(=C(=(CC)C(=C(C(=C)C(CC)C(=C(=(=C(C(	CCCC1=C(C(=O)NC2=C1C(=O)C3=C(C2=O)NC(=O)C(=C3CCC)C)C
invalid2valid: CCC1CC=C(O==O)OC(=C1C(=CC)NC3=C(C(=O)C4=O)C==C3C))CC	CCCC1=C(C(=O)NC2=C1C(=O)C3=C(C2=O)NC(=O)C(=C3CCC)C)C
invalid2valid: CCC(CC=CC(C(=C)C(=C(C(=O)C2=C(C(=C)C(=O)C3=O(C((C)O(	CCCC1=C(C(=O)NC2=C1C(=O)C3=C(C2=O)NC(=O)C(=C3CCC)C)C
pfam2SMILES: PF03551.16_PF13349.8_PF01047.24_PF07690.18_PF00106.27_PF08592.13_PF08241.14_PF00486.30_PF03704.19_PF00931.24_PF00067.24_PF08044.13_PF00067.24_PF00698.23_PF04673.14_PF07883.13_PF00109.28_PF02801.24_PF00109.28_PF02801.24_PF00550.27_PF03364.22_PF08592.13_PF13561.8_PF03992.18_PF03992.18_PF19534.1_PF01370.23_PF00483.25_PF03559.16_PF03559.16_PF01408.24_PF01494.21_PF00753.29_PF00067.24_PF00201.20_PF01979.22_PF01494.21_PF05050.14_PF06722.14_PF00201.20_PF02036.19_PF01370.23_PF08545.12_PF08541.12_PF00550.27_PF14833.8_PF03446.17_PF04486.14_PF13561.8_PF04472.14_PF12643.9_PF19594.1	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
tigrfam2SMILES: TIGR00711_TIGR01181_TIGR01208_TIGR01444_TIGR00747	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
GeneProduct2SMILE: hypothetical proteinhypothetical proteinputative transcriptional regulator_putative transporter_putative dehydrogenase_hypothetical proteinputative methyltransferase_putative transcriptional regulator_putative cytochrome P450_hypothetical proteinputative cytochrome P450_putative acyltransferase_putative polyketide cyclase_putative polyketide cyclase_putative ketoacyl synthase_putative ketoacyl synthase_putative acyl carrier protein_putative polyketide cyclase_hypothetical proteinputative 3-oxoacyl-ACP reductase_hypothetical proteinhypothetical proteinhypothetical proteinputative dTDP-glucose 4,6-dehydratase_putative glucose-1-phosphate thymidylyltransferase_putative NDP-hexose 2,3-dehydratase_putative NDP-hexose-3-ketoreductase_putative polyketide hydroxylase_putative AHL-lactonase_putative cytochrome P450_putative glycosyltransferase_putative amidohydrolase_putative FAD-binding monooxygenase_putative methyltransferase_putative glycosyltransferase_hypothetical proteinputative NDP-hexose-4-ketoreductase_putative 3-oxoacyl-ACP synthase III_putative acyl carrier protein_putative dehydrogenase_hypothetical proteinputative 3-ketoacyl-ACP reductase_hypothetical proteinhypothetical proteinhypothetical proteinhypothetical protein	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
invalid2valid: CCC1CC=2=CC3=C(C(=)=C2C(=O)C1C(=C(O)C2=C(CO=C(C=O)=C(C)C@H]5C[C@@]](O)[C@@](O)C@H]6C[C@@H](O)[C@H](O)C@H]7C[C@HH](O)[C@H](O)[C@HH](OC)O7)CC@HH](OC)O8)CC@@H](C)O5)C(C4)C(=CC(=)=C1C(=)=1=)	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
invalid2valid: CCCCCC=CC=C==C(=(=)CC(=(CC)C)C(=C(=)C(=C(C(=C(=(C)CC(=)C@H](=@C@HH](=)CC@H](=)C@H](=@C@@H](C)CC@H](=)C@H](C@C@H@](C(CC@@](C)CC@H@](C@C)CC@H@](C@C)CC@@@](C@C)C@C@C@=C)C@=)CC@=@C)C@=)	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
invalid2valid: CCCCCC=(CC(=C(C=O)=CC1C(=O)C1)C(=CC(O)C(=C(C(=CC(C(O)=CC(O)C@H]5C[C@HH](O)[C@H](O)C@H]6C[C@HH](O)[C@H](O)C@H]6C[C@HH](O)[C@H](O)[C@HH](O)O5)CC@HH](O)O2)CC@HH](O)O3)C(C3)C(=OC==)CCC4)=)C==	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
invalid2valid: CCC1CC=(=C(=C(C(=2)CC(C(=O)C)C(=O(C)C(=C(C)=C(C(C)CC(C)C@@]([(C@HH](C)[C@H](C)C@H]([(C@@H](C)CC@@](C5)C@H](C(C@HH](C([C@H](C)CC@@H](C)C)CC@HH](C)C)CC@HH](C)O)C)C)C(=O)C(C)CO(C(C)C(=)	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(O[C@H]5C[C@@H](O)[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](OC)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@@H](C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
invalid2valid: [(C=CCCC=CC=C/C)C=CC(CC(O)C(C)CC=C/C)C=CC=CC==O)N1	CCCC=CCC1CC=CC=C(/C)C=CC=C/C(O)C(O)C=C(/C)C=CC=CC(=O)N1
invalid2valid: C1(C=C(C=C(C(C(C=C(=C(CC(C(C=C(C(=)C(C)CC(C(=C(CC(C(C(O(C(=O)C)=	CCCC=CCC1CC=CC=C(/C)C=CC=C/C(O)C(O)C=C(/C)C=CC=CC(=O)N1
invalid2valid: C[(C=CC=(C=CC=C/C)CC=CC=CC(=)C(C)CC=C/C)C=CC=CC==O)NC1	CCCC=CCC1CC=CC=C(/C)C=CC=C/C(O)C(O)C=C(/C)C=CC=CC(=O)N1
invalid2valid: CCCCCC=CC(=(C=CC=CCC)CC=C/C=C/C==)C(C)CC=C//C)=C=C/C=CC==O)O[	CCCC=CCC1CC=CC=C(/C)C=CC=C/C(O)C(O)C=C(/C)C=CC=CC(=O)N1
pfam2SMILES: PF00005.29_PF06472.17_PF00975.22_PF00550.27_PF13193.8_PF00501.30_PF00668.22_PF00550.27_PF08241.14_PF00501.30_PF00668.22_PF01734.24_PF13385.8_PF13385.8_PF13385.8_PF00109.28_PF02801.24_PF16197.7_PF00698.23_PF14765.8_PF08242.14_PF08240.14_PF13602.8_PF08659.12_PF00550.27_PF00501.30_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF00698.23_PF00550.27_PF00202.23_PF00296.22_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF18563.3_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF00668.22_PF00501.30_PF13193.8_PF00550.27	CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
tigrfam2SMILES: TIGR01733_TIGR01733_TIGR04020_TIGR01733_TIGR01733_TIGR01733_TIGR01733_TIGR01733_TIGR01733_TIGR01720_TIGR01733	CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
GeneProduct2SMILE: ORF1_PuwA_ORF2_PuwB_PuwC_PuwD_PuwE_PuwF_PuwG_PuwH	CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
invalid2valid: [CCCCCO)N(CCCCCC(C@H]1O/[C@HH]1CCC@H]([[=O)N[C@H](C(=O)N[C==C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[(=O)N[C@H](C(=O)N[[C@H](C(=O)N[[[[C@H]2C(=O)N1)CC(=O)N)CC)CCC@H](C)O(CC((=O)N)CCC@H](C)O)CCC@H](C)O)CC)=)C)CC)	CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
invalid2valid: C[CCCC=O)C(((((C@H](C@CC@HH](CC@H](C@CO)C[C@H](C@CO)C[C@=C(C@CC@=C)C[C@H](=@=C)C[C@H](=@=C)C[C@H](=@=O)C[(=O)C[C@H](=@=C)C[=C@H](=@=C)C[C(@C@H](C@=C)C[C(=C)C[C@CC@H](=@C)C(@=O)C[CC@H](C@C)CC@H](C@C)C@=@C@C)	CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
invalid2valid: CC(CCCO)C(CCCCCC(C@@](C)CC@@H]([C@@](C(=O)N[C@@](C(=O)N[C(=C/C)/C(=O)N[C@H](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[(=O)N[C@@](C(=O)N[CC@@](C(=O)N1)CC[C@@]2C(=O)N1)CC(=O)N)CC)CCC@@](C)CC(CC((=O)N[CCC@@](C)CC)CCC@@](C)C)CC)=)C)CC)	CCCCC(=O)CCCCCCCCC[C@H](C)[C@@H]1[C@H](C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)N)C)[C@H](C)OC)CCC(=O)N)[C@H](C)O)[C@H](C)O)C(C)C)O
pfam2SMILES: PF00172.20_PF04082.20_PF00109.28_PF02801.24_PF16197.7_PF00698.23_PF14765.8_PF08242.14_PF13602.8_PF08659.12_PF00550.27_PF00175.23_PF00667.22_PF00258.27_PF00067.24_PF00465.21_PF00155.23_PF05721.15_PF00501.30_PF13193.8_PF00153.29_PF00153.29_PF00153.29_PF00067.24_PF01370.23_PF00668.22_PF00550.27_PF00067.24_PF00501.30_PF08390.13_PF03798.18_PF03798.18_PF08390.13_PF00664.25_PF00005.29_PF00664.25_PF00005.29_PF00067.24	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
GeneProduct2SMILE: Fum21_Fum1_Fum6_Fum7_Fum8_Fum3_Fum10_Fum11_Fum2_Fum13_Fum14_Fum15_Fum16_Fum17_Fum18_Fum19_Cpm1	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
invalid2valid: C[CCCC=(C(=(=(=(C(=(((=(=(=(C[C)C)C)C)=O)C==(=O)C)C(=O)C)C(=O)C(==CO)C)C(=O)C)	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
invalid2valid: C[(CCC)C1O1C(C(C(C(((C(CC(C(C)O)O)O)O(=O)C(C(CCO)O)OC(=O)O)O(=O)C(CC(CCO)O)NC(=O)O)	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
invalid2valid: CC(CCC)C(=)=CC=)C(C(CC(C(C)=)C)C)C)O)O(=O)O(C(CO)O)O(=O)O)O(=O)C(C(OO)O)O(=O)O)	CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
pfam2SMILES: PF00106.27_PF00106.27_PF00749.23_PF03950.20_PF08031.14_PF01565.25_PF00106.27_PF01565.25_PF08031.14_PF00067.24_PF00106.27_PF07883.13_PF13561.8_PF00109.28_PF02801.24_PF16197.7_PF00698.23_PF14765.8_PF00107.28_PF08659.12	CCCCC/C=C/C=C/C=C/C1=C(CO)[C@@H](O)[C@H]2O[C@H]2[C@@H]1O
tigrfam2SMILES: TIGR00440	CCCCC/C=C/C=C/C=C/C1=C(CO)[C@@H](O)[C@H]2O[C@H]2[C@@H]1O
invalid2valid: C[CCCCC=C/C/C/C/C/C/CC/=)CC@HH](=)CC@H](C)C@H](CC@HH](C)	CCCCC/C=C/C=C/C=C/C1=C(CO)[C@@H](O)[C@H]2O[C@H]2[C@@H]1O
invalid2valid: CC(CCC=C/C(C/C(C/C(=C(C1)CC@@H](O)[C@@]([[C@H]2CC@@H]1O	CCCCC/C=C/C=C/C=C/C1=C(CO)[C@@H](O)[C@H]2O[C@H]2[C@@H]1O
invalid2valid: [(CCC=C/C(C/C(C/C(=C(C)[C@@H](O)[C@@](O[C@@]([C@@H](O	CCCCC/C=C/C=C/C=C/C1=C(CO)[C@@H](O)[C@H]2O[C@H]2[C@@H]1O
invalid2valid: C[(CCC=C/C(C=CCCCCC((=O)O[C@H](C[C@H]([C@H]([(=O)[C@@H]([C@H]([C@H]([2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@HH]([CCC@H](CN3C(=O)[C@HH](NC(=O)[C@HH](C)OC)O)OC@@H]([C@H](C4=CC=CC(C=C4)O)O)O)OC@@H]([)O)O)OOO	CCCCC/C=CC/C=CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](C)O)C)O)O)O
invalid2valid: C[((C=C=C(C)C(C((=(=C)C[C@H](C(C@H](CC@@](C(=O)CC@HH](=C@@](CC@@](C)=@CO)CC@H@](C(CO)CC@H@](C(=O)CC@@H](=@C@@](C)=)CO)CC)@H](C(=C)CC)@H](C@C)C)CC@@@](CC@H](C@=O(C@C@O@C)C)C)CC@H@](C@C)C)C)C)C)	CCCCC/C=CC/C=CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](C)O)C)O)O)O
